,NAME,ACTUAL PRICE,DISCOUNTED PRICE,OTHER PROPERTIES
235,DELL Vostro Intel Core i5 11th Gen i5-1135G7 - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 ...,"₹74,999","₹56,999","['Intel Core i5 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 10 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', 'Microsoft Office Home & Student 2019', '1 Year Onsite Warranty']"
236,HP AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light Laptop,"₹47,207","₹37,600","['AMD Ryzen 3 Quad Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
237,Primebook MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Android 11) Wifi Thin and Light Laptop,"₹18,990","₹10,990","['MediaTek MT8183 Processor', '4 GB DDR4 RAM', 'Android Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Onsite warranty']"
238,HP 15s (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0029AU Thin and Lig...,"₹57,969","₹47,490","['AMD Ryzen 5 Quad Core Processor', '8 GB LPDDR5 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
239,HP 240 G8 Intel Core i5 Intel Core i5-1135G7 - (8 GB/512 GB SSD/DOS) G8 Thin and Light Laptop,"₹65,136","₹35,990","['Intel Core i5 Processor', '8 GB DDR4 RAM', 'DOS Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', 'DOS', '1 year Domestic warranty']"
240,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,"₹32,990","₹13,990","['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '35.56 cm (14 Inch) Display', '1 Year Onsite Warranty']"
241,ASUS Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0395 ...,"₹32,990","₹18,990","['Intel Celeron Dual Core Processor', '8 GB LPDDR4X RAM', 'Chrome Operating System', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
242,WINGS Nuvobook S2 Aluminium Alloy Metal Body Intel Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Wi...,"₹52,999","₹24,990","['Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
243,Lenovo IdeaPad Flex 5 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 ...,"₹1,11,190","₹77,190","['Intel Core i5 Processor (13th Gen)', '16 GB LPDDR4X RAM', 'Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Touchscreen Display', '1 Year Onsite Premium Support with 1 Year Onsite Warranty']"
244,SAMSUNG Galaxy Book4 Series Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-...,"₹78,189","₹67,990","['Intel Core i5 Processor (13th Gen)', '8 GB LPDDR4X RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories']"
245,DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 - (8 GB/512 GB SSD/Windows 11 Home) D560885WIN9S ...,"₹65,104","₹47,990","['Intel Core i5 Processor (12th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'Office Home & Student 2021', '1 Year Onsite Warranty']"
246,ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Ho...,"₹75,990","₹50,990","['Intel Core i5 Processor (11th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Carry-in Warranty']"
247,Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,"₹27,990","₹14,990","['MediaTek MT8788 Processor', '4 GB LPDDR4 RAM', 'Prime OS Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Pick and Drop Warranty']"
248,MSI Katana 17 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,"₹1,23,990","₹89,990","['Intel Core i7 Processor (13th Gen)', '16 GB DDR5 RAM', 'Windows 11 Operating System', '512 GB SSD', '43.94 cm (17.3 Inch) Display', '2 Year Carry-in Warranty']"
249,ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504F...,"₹74,990","₹44,990","['AMD Ryzen 5 Quad Core Processor', '8 GB LPDDR5 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
250,Lenovo IdeaPad 3 Chromebook Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) ideapa...,"₹30,690","₹13,990","['Intel Celeron Dual Core Processor', '4 GB LPDDR4 RAM', 'Chrome Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Onsite�Warranty']"
251,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,"₹32,990","₹15,990","['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
252,CHUWI Intel Celeron Dual Core 10th Gen N4020 - (4 GB/128 GB SSD/Windows 11 Home) HeroBook Air Laptop,"₹34,990","₹11,990","['Fan-less Design\n(Low Power Consumption)', '4x faster than eMMC', 'M.2 port for easy DIY upgrades', 'LPDDR4 4GB RAM', 'Intel 9th generation UHD Graphics', 'Support 4K/60 Frames HD', 'Intel Celeron Dual Core Processor (10th Gen)', '4 GB LPDDR4 RAM', '64 bit Windows 11 Operating System', '128 GB SSD', '29.46 cm (11.6 inch) Display', 'Operating System Software', '1 Year Onsite Warranty']"
253,HP 15s (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0018TU Thin and Li...,"₹54,552","₹44,490","['Intel Core i3 Processor (13th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
254,ASUS Vivobook 14 Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) X1400EA-EK543WS Th...,"₹60,990","₹43,990","['Intel Core i5 Processor (11th Gen)', '16 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', '1 Year Onsite Warranty']"
255,HP Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15S-FQ2738TU Laptop,"₹42,000","₹35,000","['Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Onsite Warranty']"
256,MSI Cyborg 15 AI Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,"₹1,11,990","₹96,990","['Intel Core Ultra 5 Processor', '16 GB DDR5 RAM', 'Windows 11 Operating System', '1 TB SSD', '39.62 cm (15.6 Inch) Display', '2 Year Carry-in Warranty']"
257,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0413 ...,"₹32,990","₹17,990","['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
258,ASUS Vivobook 14 Touchscreen Intel P-Series Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 1...,"₹82,990","₹59,990","['Intel Core i5 Processor (12th Gen)', '16 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Touchscreen Display', '1 Year Onsite Warranty']"
259,Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,"₹1,24,290","₹86,690","['AMD Ryzen 7 Octa Core Processor', '16 GB LPDDR4X RAM', 'Windows 11 Operating System', '1 TB SSD', '33.78 cm (13.3 inch) Touchscreen Display', '1 Year Onsite Warranty']"
260,HP AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light Laptop,"₹47,207","₹37,600","['AMD Ryzen 3 Quad Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
261,Primebook MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Android 11) Wifi Thin and Light Laptop,"₹18,990","₹10,990","['MediaTek MT8183 Processor', '4 GB DDR4 RAM', 'Android Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Onsite warranty']"
262,Lenovo Lenovo Legion Slim 5 AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Hom...,"₹1,53,890","₹1,11,990","['AMD Ryzen 7 Octa Core Processor', '16 GB DDR5 RAM', 'Windows 11 Operating System', '512 GB SSD', '40.64 cm (16 inch) Display', '1 Year Onsite Warranty + 1 year Legion Ultimate Support']"
263,ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,"₹75,990","₹51,990","['Intel Core i5 Processor (11th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '43.94 cm (17.3 Inch) Display', '1 Year Onsite Warranty']"
264,MSI Modern 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-289IN T...,"₹77,990","₹45,990","['Intel Core i5 Processor (13th Gen)', '16 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Carry-in Warranty']"
265,Acer TravelMate P2 Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) TMP214-53 Thin a...,"₹79,990","₹49,990","['Intel Core i7 Processor (11th Gen)', '16 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', '1 Year Onsite Warranty']"
266,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,"₹32,990","₹13,990","['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '35.56 cm (14 Inch) Display', '1 Year Onsite Warranty']"
267,ASUS Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0395 ...,"₹32,990","₹18,990","['Intel Celeron Dual Core Processor', '8 GB LPDDR4X RAM', 'Chrome Operating System', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
268,MSI Modern 14 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-437IN Th...,"₹70,990","₹41,990","['Intel Core i5 Processor (13th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Display', '1 Year Carry-in Warranty']"
269,HP G9 Intel Core i3 12th Gen 1215 - (8 GB/512 GB SSD/Windows 11 Pro) 240 G9 Laptop,"₹58,990","₹33,790","['Intel Core i3 Processor (12th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', 'MS OFFICE', '1 year Onsite Warrenty']"
270,Acer Aspire 7 Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"₹76,990","₹51,490","['Intel Core i5 Processor (12th Gen)', '16 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'Acer Care Center, Acer Product Registration, Nitro Sense, Quick Access', '1 Year International Travelers Warranty (ITW)']"
271,HP Pavilion Aero (2023) AMD Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2055AU T...,"₹80,314","₹72,331","['AMD Ryzen 5 Hexa Core Processor', '16 GB LPDDR5 RAM', 'Windows 11 Operating System', '512 GB SSD', '33.78 cm (13.3 Inch) Display', '1 Year Onsite Warranty']"
272,ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Ho...,"₹75,990","₹50,990","['Intel Core i5 Processor (11th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Carry-in Warranty']"
273,Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,"₹27,990","₹14,990","['MediaTek MT8788 Processor', '4 GB LPDDR4 RAM', 'Prime OS Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Pick and Drop Warranty']"
274,Primebook MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Android 11) Wifi Thin and Light Laptop,"₹18,990","₹10,990","['MediaTek MT8183 Processor', '4 GB DDR4 RAM', 'Android Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Onsite warranty']"
275,ASUS TUF Gaming F15 (2023) with 90WHr Battery Intel H-Series Intel Core i7 12th Gen 12700H - (16 GB/51...,"₹1,33,990","₹1,04,990","['Intel Core i7 Processor (12th Gen)', '16 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
276,Lenovo IdeaPad 3 Chromebook Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) ideapa...,"₹30,690","₹13,990","['Intel Celeron Dual Core Processor', '4 GB LPDDR4 RAM', 'Chrome Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Onsite�Warranty']"
277,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,"₹32,990","₹15,990","['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
278,Acer Swift Go 14 OLED Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73-71BY Thin an...,"₹1,07,999","₹99,990","['Intel Core Ultra 7 Processor', '16 GB LPDDR5X RAM', 'Windows 11 Operating System', '1 TB SSD', '35.56 cm (14 Inch) Display', '1 Year Carry-in Warranty']"
279,Lenovo IdeaPad Flex 5 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 L...,"₹86,290","₹58,144","['Intel Core i3 Processor (13th Gen)', '8 GB LPDDR4X RAM', 'Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Touchscreen Display', '1 Year Onsite Premium Support with 1 Year Onsite Warranty']"
280,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Thin and Light...,"₹49,190","₹31,990","['Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '256 GB SSD', '100.63 cm (39.62 cm) Display', '1Year Onsite warranty + 1 Year Accidental Damage Protection']"
281,HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,"₹77,132","₹56,990","['AMD Ryzen 5 Hexa Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'Microsoft Office Home & Student 2021, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts', '1 Year Onsite Warranty']"
282,MSI Cyborg 15 AI Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,"₹1,11,990","₹96,990","['Intel Core Ultra 5 Processor', '16 GB DDR5 RAM', 'Windows 11 Operating System', '1 TB SSD', '39.62 cm (15.6 Inch) Display', '2 Year Carry-in Warranty']"
283,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0413 ...,"₹32,990","₹17,990","['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
284,HP 240 G8 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Pro) 240 G8 Notebook,"₹58,899","₹31,890","['Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', '1 Year']"
285,SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) NP550 Thin and ...,"₹82,990","₹52,990","['Intel Core i5 Processor (12th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
286,HP AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light Laptop,"₹47,207","₹37,600","['AMD Ryzen 3 Quad Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
287,Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Quad Core 5500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,"₹77,990","₹47,990","['AMD Ryzen 5 Quad Core Processor', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Carry-in Warranty']"
288,SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) NP940XGK-KG1...,"₹1,51,789","₹1,23,990","['Intel Core Ultra 5 Processor', '16 GB LPDDR5X RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Touchscreen Display', 'MS Office Home and Student 2021', '1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories']"
289,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin an...,"₹83,743","₹51,990","['Intel Core i5 Processor (12th Gen)', '16 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '2 Year warranty']"
290,HP 247 G8 AMD Ryzen 5 Dual Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 247 G8 Notebook,"₹63,426","₹30,990","['AMD Ryzen 5 Dual Core Processor', '8 GB DDR4 RAM', '64 bit DOS Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', 'Windows', '1 year warranty']"
291,Acer One 14 AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Lapt...,"₹38,999","₹24,990","['AMD Ryzen 3 Dual Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '256 GB SSD', '35.56 cm (14 inch) Display', '1 Year International Travelers Warranty (ITW)']"
292,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,"₹32,990","₹13,990","['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '35.56 cm (14 Inch) Display', '1 Year Onsite Warranty']"
293,ASUS Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0395 ...,"₹32,990","₹18,990","['Intel Celeron Dual Core Processor', '8 GB LPDDR4X RAM', 'Chrome Operating System', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
294,"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD...","₹98,990","₹64,990","['Intel Core i5 Processor (12th Gen)', '16 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '40.64 cm (16 Inch) Display', '1 Year Onsite Warranty']"
295,DELL Inspiron 15 3530 Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN3530RW8JY001ORS1 Lapt...,"₹74,440","₹59,790","['Intel Core i5 Processor (13th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '1 TB SSD', '39.62 cm (15.6 inch) Display', '1-year warranty']"
296,ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Ho...,"₹75,990","₹50,990","['Intel Core i5 Processor (11th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Carry-in Warranty']"
297,Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,"₹27,990","₹14,990","['MediaTek MT8788 Processor', '4 GB LPDDR4 RAM', 'Prime OS Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Pick and Drop Warranty']"
298,ASUS Vivobook Go 15 (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ3...,"₹50,990","₹33,990","['AMD Ryzen 3 Quad Core Processor', '8 GB LPDDR5 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
299,Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,"₹72,990","₹62,990","['Intel Core i5 Processor (12th Gen)', '16 GB LPDDR5 RAM', 'Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Display', '1 Year Onsite Premium Support with 1 Year Onsite Warranty']"
300,HP Victus Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹84,500","₹68,499","['Intel Core i5 Processor (12th Gen)', '16 GB DDR4 RAM', 'Windows 11 Operating System', '1 TB SSD', '39.62 cm (15.6 inch) Display', '1 Year Onsite Warranty']"
301,DELL AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Lapt...,"₹51,997","₹38,490","['AMD Ryzen 5 Hexa Core Processor', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Hardware Service']"
302,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,"₹32,990","₹15,990","['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
303,MSI Cyborg 15 AI Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,"₹1,11,990","₹96,990","['Intel Core Ultra 5 Processor', '16 GB DDR5 RAM', 'Windows 11 Operating System', '1 TB SSD', '39.62 cm (15.6 Inch) Display', '2 Year Carry-in Warranty']"
304,ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS Thin...,"₹69,990","₹46,990","['Intel Core i5 Processor (12th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
305,Infinix X3 Slim Intel Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) XL422 Thin and...,"₹64,990","₹36,990","['Intel Core i5 Processor (12th Gen)', '16 GB LPDDR4X RAM', 'Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Display', '1 Year Onsite Warranty']"
306,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0413 ...,"₹32,990","₹17,990","['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
307,HP AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light Laptop,"₹47,207","₹37,600","['AMD Ryzen 3 Quad Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
308,HP Intel Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-FQ5009TU Notebook,"₹65,777","₹50,490","['Intel Core i5 Processor (12th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 year (1/1/1) limited warranty includes 1 year of parts and labor. On-site repair. Terms and conditions vary by country. Certain restrictions and exclusions apply.']"
309,Infinix INBook X2 Plus Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and...,"₹54,990","₹28,990","['Intel Core i5 Processor (11th Gen)', '8 GB LPDDR4X RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
310,Lenovo V15 AMD Ryzen 3 Hexa Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Thin and Light L...,"₹55,000","₹28,990","['AMD Ryzen 3 Hexa Core Processor', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']"
311,HP Pavilion Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1048TU Thin and Li...,"₹81,202","₹62,990","['Intel Core i5 Processor (11th Gen)', '16 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Touchscreen Display', '""Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart ""', '1 Year Onsite Warranty']"
312,Lenovo IdeaPad 3 Chromebook Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) ideapa...,"₹30,690","₹13,990","['Intel Celeron Dual Core Processor', '4 GB LPDDR4 RAM', 'Chrome Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Onsite�Warranty']"
313,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,"₹32,990","₹13,990","['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '35.56 cm (14 Inch) Display', '1 Year Onsite Warranty']"
